brand,model_clean,car_link,description,price,price_eur,first_registration,accident_free,car_age_years,mileage_km,mileage_category,power_kw,power_hp,fuel_type,seller_name,seller_rating,seller_reviews_count,rag_text,specifications,spec_list
Mercedes-Benz,Mercedes-Benz CLA 200 Shooting Brake,https://suchen.mobile.de/fahrzeuge/details.html?id=442028837&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&rd=100&ref=srp&refId=692b2536-d65d-caf0-12e7-d05cb10a818e&s=Car&sb=rel&searchId=692b2536-d65d-caf0-12e7-d05cb10a818e&vc=Car,7G-DCT AMG Line+LED+NAVI,"18,999",18999,2017-09,False,8,92215,50k-100k,115.0,156.0,Petrol,Kamux Auto GmbH,4.3,161,"Mercedes-Benz | Mercedes-Benz CLA 200 Shooting Brake | First registration: 2017-09 | Accident-free: No | Mileage: 92,215 km | Fuel: Petrol | Power: 115.0 kW | Price: €18,999 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 7G-DCT AMG Line+LED+NAVI","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 300,https://suchen.mobile.de/fahrzeuge/details.html?id=439135823&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,d T 9G-tronic Avantgarde+LED+NAVI+PDC+SHZ,"26,695",26695,2021-08,False,4,104303,>100k,162.0,220.0,Diesel,Kamux Auto GmbH,4.3,656,"Mercedes-Benz | Mercedes-Benz C 300 | First registration: 2021-08 | Accident-free: No | Mileage: 104,303 km | Fuel: Diesel | Power: 162.0 kW | Price: €26,695 | Seller: Kamux Auto GmbH (4.3⭐) | Description: d T 9G-tronic Avantgarde+LED+NAVI+PDC+SHZ","['FR 08/2021', '104,303 km', '162 kW (220 hp)', 'Diesel']","['FR 08/2021', '104,303 km', '162 kW (220 hp)', 'Diesel']"
Audi,Audi A6,https://suchen.mobile.de/fahrzeuge/details.html?id=441693333&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,40TDI Avant S-tronic+LED+NAVI+AHK+TEMPO+PDC,"26,450",26450,2019-11,False,6,90274,50k-100k,150.0,204.0,Diesel,Kamux Auto GmbH,4.6,611,"Audi | Audi A6 | First registration: 2019-11 | Accident-free: No | Mileage: 90,274 km | Fuel: Diesel | Power: 150.0 kW | Price: €26,450 | Seller: Kamux Auto GmbH (4.6⭐) | Description: 40TDI Avant S-tronic+LED+NAVI+AHK+TEMPO+PDC","['FR 11/2019', '90,274 km', '150 kW (204 hp)', 'Diesel']","['FR 11/2019', '90,274 km', '150 kW (204 hp)', 'Diesel']"
BMW,BMW 520,https://suchen.mobile.de/fahrzeuge/details.html?id=441361071&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,d Steptronic Sport Line+LED+NAVI+VIRTUAL+PDC,"28,250",28250,2020-08,False,5,100897,>100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.9,75,"BMW | BMW 520 | First registration: 2020-08 | Accident-free: No | Mileage: 100,897 km | Fuel: Diesel | Power: 140.0 kW | Price: €28,250 | Seller: Kamux Auto GmbH (4.9⭐) | Description: d Steptronic Sport Line+LED+NAVI+VIRTUAL+PDC","['FR 08/2020', '100,897 km', '140 kW (190 hp)', 'Diesel']","['FR 08/2020', '100,897 km', '140 kW (190 hp)', 'Diesel']"
Volkswagen,Volkswagen Tiguan Allspace,https://suchen.mobile.de/fahrzeuge/details.html?id=441849756&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,2.0TSI 4M DSG R-LINE+LED+VIRTUAL,"33,390",33390,2020-05,False,5,81451,50k-100k,162.0,220.0,Petrol,Kamux Auto GmbH,4.6,611,"Volkswagen | Volkswagen Tiguan Allspace | First registration: 2020-05 | Accident-free: No | Mileage: 81,451 km | Fuel: Petrol | Power: 162.0 kW | Price: €33,390 | Seller: Kamux Auto GmbH (4.6⭐) | Description: 2.0TSI 4M DSG R-LINE+LED+VIRTUAL","['FR 05/2020', '81,451 km', '162 kW (220 hp)', 'Petrol']","['FR 05/2020', '81,451 km', '162 kW (220 hp)', 'Petrol']"
BMW,BMW X3,https://suchen.mobile.de/fahrzeuge/details.html?id=425460782&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,xDrive20d M Sport Navi AHK HUD Rückf.-Kamera,"29,930",29930,2018-04,False,7,88609,50k-100k,140.0,190.0,Diesel,Albert Bauer GmbH,4.6,45,"BMW | BMW X3 | First registration: 2018-04 | Accident-free: No | Mileage: 88,609 km | Fuel: Diesel | Power: 140.0 kW | Price: €29,930 | Seller: Albert Bauer GmbH (4.6⭐) | Description: xDrive20d M Sport Navi AHK HUD Rückf.-Kamera","['FR 04/2018', '88,609 km', '140 kW (190 hp)', 'Diesel']","['FR 04/2018', '88,609 km', '140 kW (190 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz GLB 220,https://suchen.mobile.de/fahrzeuge/details.html?id=441692143&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,d 8G-DCT Progressive+LED+NAVI+AHK+KAMERA,"31,500",31500,2021-08,False,4,98304,50k-100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.6,611,"Mercedes-Benz | Mercedes-Benz GLB 220 | First registration: 2021-08 | Accident-free: No | Mileage: 98,304 km | Fuel: Diesel | Power: 140.0 kW | Price: €31,500 | Seller: Kamux Auto GmbH (4.6⭐) | Description: d 8G-DCT Progressive+LED+NAVI+AHK+KAMERA","['FR 08/2021', '98,304 km', '140 kW (190 hp)', 'Diesel']","['FR 08/2021', '98,304 km', '140 kW (190 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz C 200,https://suchen.mobile.de/fahrzeuge/details.html?id=439850032&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,Not provided by seller.,"13,950",13950,2013-07,True,12,84958,50k-100k,135.0,184.0,Petrol,H & S Cars,4.8,78,"Mercedes-Benz | Mercedes-Benz C 200 | First registration: 2013-07 | Accident-free: Yes | Mileage: 84,958 km | Fuel: Petrol | Power: 135.0 kW | Price: €13,950 | Seller: H & S Cars (4.8⭐) | Description: Not provided by seller.","['Accident-free', 'FR 07/2013', '84,958 km', '135 kW (184 hp)', 'Petrol']","['Accident-free', 'FR 07/2013', '84,958 km', '135 kW (184 hp)', 'Petrol']"
Volkswagen,Volkswagen Tiguan,https://suchen.mobile.de/fahrzeuge/details.html?id=442038435&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,1.5TSI Active+LED+NAVI+AHK+KAMERA+TEMPO,"20,895",20895,2021-08,False,4,103707,>100k,110.0,150.0,Petrol,Kamux Auto GmbH,4.6,611,"Volkswagen | Volkswagen Tiguan | First registration: 2021-08 | Accident-free: No | Mileage: 103,707 km | Fuel: Petrol | Power: 110.0 kW | Price: €20,895 | Seller: Kamux Auto GmbH (4.6⭐) | Description: 1.5TSI Active+LED+NAVI+AHK+KAMERA+TEMPO","['FR 08/2021', '103,707 km', '110 kW (150 hp)', 'Petrol']","['FR 08/2021', '103,707 km', '110 kW (150 hp)', 'Petrol']"
BMW,BMW 320,https://suchen.mobile.de/fahrzeuge/details.html?id=441432797&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,d Tourning Steptronic M Sport+LED+NAVI+AHK,"28,745",28745,2021-02,False,4,99900,50k-100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.6,611,"BMW | BMW 320 | First registration: 2021-02 | Accident-free: No | Mileage: 99,900 km | Fuel: Diesel | Power: 140.0 kW | Price: €28,745 | Seller: Kamux Auto GmbH (4.6⭐) | Description: d Tourning Steptronic M Sport+LED+NAVI+AHK","['FR 02/2021', '99,900 km', '140 kW (190 hp)', 'Diesel']","['FR 02/2021', '99,900 km', '140 kW (190 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz E 220,https://suchen.mobile.de/fahrzeuge/details.html?id=440142492&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,Not provided by seller.,"31,490",31490,2020-12,False,4,75850,50k-100k,143.0,194.0,Diesel,Kamux Auto GmbH,3.6,149,"Mercedes-Benz | Mercedes-Benz E 220 | First registration: 2020-12 | Accident-free: No | Mileage: 75,850 km | Fuel: Diesel | Power: 143.0 kW | Price: €31,490 | Seller: Kamux Auto GmbH (3.6⭐) | Description: Not provided by seller.","['FR 12/2020', '75,850 km', '143 kW (194 hp)', 'Diesel']","['FR 12/2020', '75,850 km', '143 kW (194 hp)', 'Diesel']"
Audi,Audi A8,https://suchen.mobile.de/fahrzeuge/details.html?id=441659408&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,Not provided by seller.,"34,995",34995,2016-07,True,9,116865,>100k,193.0,262.0,Diesel,Autogalerie Lorenzen Husum GmbH & Co. KG,4.4,121,"Audi | Audi A8 | First registration: 2016-07 | Accident-free: Yes | Mileage: 116,865 km | Fuel: Diesel | Power: 193.0 kW | Price: €34,995 | Seller: Autogalerie Lorenzen Husum GmbH & Co. KG (4.4⭐) | Description: Not provided by seller.","['Accident-free', 'FR 07/2016', '116,865 km', '193 kW (262 hp)', 'Diesel']","['Accident-free', 'FR 07/2016', '116,865 km', '193 kW (262 hp)', 'Diesel']"
Audi,Audi A3,https://suchen.mobile.de/fahrzeuge/details.html?id=441854046&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,35 TDI Sb S-tronic S-line+LED+SHZ+PDC,"19,500",19500,2019-11,False,6,94637,50k-100k,110.0,150.0,Diesel,Kamux Auto GmbH,4.9,75,"Audi | Audi A3 | First registration: 2019-11 | Accident-free: No | Mileage: 94,637 km | Fuel: Diesel | Power: 110.0 kW | Price: €19,500 | Seller: Kamux Auto GmbH (4.9⭐) | Description: 35 TDI Sb S-tronic S-line+LED+SHZ+PDC","['FR 11/2019', '94,637 km', '110 kW (150 hp)', 'Diesel']","['FR 11/2019', '94,637 km', '110 kW (150 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz C 220,https://suchen.mobile.de/fahrzeuge/details.html?id=440597218&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,d T 9G-tronic+LED+NAVI+TEMPO+SHZ+PDC+CARPL,"22,500",22500,2021-08,False,4,121009,>100k,143.0,194.0,Diesel,Kamux Auto GmbH,4.9,75,"Mercedes-Benz | Mercedes-Benz C 220 | First registration: 2021-08 | Accident-free: No | Mileage: 121,009 km | Fuel: Diesel | Power: 143.0 kW | Price: €22,500 | Seller: Kamux Auto GmbH (4.9⭐) | Description: d T 9G-tronic+LED+NAVI+TEMPO+SHZ+PDC+CARPL","['FR 08/2021', '121,009 km', '143 kW (194 hp)', 'Diesel']","['FR 08/2021', '121,009 km', '143 kW (194 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz CLA 200 Shooting Brake,https://suchen.mobile.de/fahrzeuge/details.html?id=442465880&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=2&rd=100&ref=srp&refId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&s=Car&sb=rel&searchId=f1de9fac-b765-0cfe-cbaa-9b8ad880d543&vc=Car,Not provided by seller.,"27,500",27500,2020-08,False,5,50311,50k-100k,120.0,163.0,Petrol,Kamux Auto GmbH,4.3,656,"Mercedes-Benz | Mercedes-Benz CLA 200 Shooting Brake | First registration: 2020-08 | Accident-free: No | Mileage: 50,311 km | Fuel: Petrol | Power: 120.0 kW | Price: €27,500 | Seller: Kamux Auto GmbH (4.3⭐) | Description: Not provided by seller.","['FR 08/2020', '50,311 km', '120 kW (163 hp)', 'Petrol']","['FR 08/2020', '50,311 km', '120 kW (163 hp)', 'Petrol']"
Audi,Audi A3,https://suchen.mobile.de/fahrzeuge/details.html?id=435869948&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,Sportback 40 TFSI quattro sport S-Line,"23,999",23999,2019-10,True,6,77900,50k-100k,140.0,190.0,Petrol,Kfz- Dienst Sönnichsen Meisterbetrieb,5,14,"Audi | Audi A3 | First registration: 2019-10 | Accident-free: Yes | Mileage: 77,900 km | Fuel: Petrol | Power: 140.0 kW | Price: €23,999 | Seller: Kfz- Dienst Sönnichsen Meisterbetrieb (5⭐) | Description: Sportback 40 TFSI quattro sport S-Line","['Accident-free', 'FR 10/2019', '77,900 km', '140 kW (190 hp)', 'Petrol']","['Accident-free', 'FR 10/2019', '77,900 km', '140 kW (190 hp)', 'Petrol']"
BMW,BMW 320,https://suchen.mobile.de/fahrzeuge/details.html?id=441664883&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,d Touring Steptronic M Sport+LED+VIRTUAL+AHK,"26,945",26945,2021-07,False,4,110980,>100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.6,611,"BMW | BMW 320 | First registration: 2021-07 | Accident-free: No | Mileage: 110,980 km | Fuel: Diesel | Power: 140.0 kW | Price: €26,945 | Seller: Kamux Auto GmbH (4.6⭐) | Description: d Touring Steptronic M Sport+LED+VIRTUAL+AHK","['FR 07/2021', '110,980 km', '140 kW (190 hp)', 'Diesel']","['FR 07/2021', '110,980 km', '140 kW (190 hp)', 'Diesel']"
BMW,BMW X1,https://suchen.mobile.de/fahrzeuge/details.html?id=442301259&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,20d xDrive Steptronic x Line+LED+NAVI+SHZ+PDC,"26,895",26895,2021-01,False,4,77251,50k-100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.3,656,"BMW | BMW X1 | First registration: 2021-01 | Accident-free: No | Mileage: 77,251 km | Fuel: Diesel | Power: 140.0 kW | Price: €26,895 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 20d xDrive Steptronic x Line+LED+NAVI+SHZ+PDC","['FR 01/2021', '77,251 km', '140 kW (190 hp)', 'Diesel']","['FR 01/2021', '77,251 km', '140 kW (190 hp)', 'Diesel']"
BMW,BMW X3,https://suchen.mobile.de/fahrzeuge/details.html?id=441864342&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,20d xDrive Steptronic x Line+LED+NAVI+AHK+PDC,"29,899",29899,2021-05,False,4,113160,>100k,140.0,190.0,Diesel,Kamux Auto GmbH,4.9,75,"BMW | BMW X3 | First registration: 2021-05 | Accident-free: No | Mileage: 113,160 km | Fuel: Diesel | Power: 140.0 kW | Price: €29,899 | Seller: Kamux Auto GmbH (4.9⭐) | Description: 20d xDrive Steptronic x Line+LED+NAVI+AHK+PDC","['FR 05/2021', '113,160 km', '140 kW (190 hp)', 'Diesel']","['FR 05/2021', '113,160 km', '140 kW (190 hp)', 'Diesel']"
Volkswagen,Volkswagen Golf,https://suchen.mobile.de/fahrzeuge/details.html?id=424727288&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,Life Life 2.0 TDI SCR 85 kW 7-Gang-DSG ACC,"20,430",20430,2022-01,False,3,91560,50k-100k,85.0,116.0,Diesel,Autohof-Reimers GmbH,4.8,36,"Volkswagen | Volkswagen Golf | First registration: 2022-01 | Accident-free: No | Mileage: 91,560 km | Fuel: Diesel | Power: 85.0 kW | Price: €20,430 | Seller: Autohof-Reimers GmbH (4.8⭐) | Description: Life Life 2.0 TDI SCR 85 kW 7-Gang-DSG ACC","['FR 01/2022', '91,560 km', '85 kW (116 hp)', 'Diesel']","['FR 01/2022', '91,560 km', '85 kW (116 hp)', 'Diesel']"
BMW,BMW 330,https://suchen.mobile.de/fahrzeuge/details.html?id=439164308&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,i Touring Steptronic Sport Line+LED+VIRTUAL,"28,390",28390,2022-08,False,3,74341,50k-100k,190.0,258.0,Petrol,Kamux Auto GmbH,4.6,611,"BMW | BMW 330 | First registration: 2022-08 | Accident-free: No | Mileage: 74,341 km | Fuel: Petrol | Power: 190.0 kW | Price: €28,390 | Seller: Kamux Auto GmbH (4.6⭐) | Description: i Touring Steptronic Sport Line+LED+VIRTUAL","['FR 08/2022', '74,341 km', '190 kW (258 hp)', 'Petrol']","['FR 08/2022', '74,341 km', '190 kW (258 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 63 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=442408823&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,Not provided by seller.,"29,990",29990,2015-11,False,10,98000,50k-100k,350.0,476.0,Petrol,Auto Center Reinfeld/Auto Center Chic,4.3,109,"Mercedes-Benz | Mercedes-Benz C 63 AMG | First registration: 2015-11 | Accident-free: No | Mileage: 98,000 km | Fuel: Petrol | Power: 350.0 kW | Price: €29,990 | Seller: Auto Center Reinfeld/Auto Center Chic (4.3⭐) | Description: Not provided by seller.","['Repaired accident damage', 'FR 11/2015', '98,000 km', '350 kW (476 hp)', 'Petrol']","['Repaired accident damage', 'FR 11/2015', '98,000 km', '350 kW (476 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 220,https://suchen.mobile.de/fahrzeuge/details.html?id=441448469&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,Not provided by seller.,"17,450",17450,2012-09,True,13,119647,>100k,125.0,170.0,Diesel,H & S Cars,4.8,78,"Mercedes-Benz | Mercedes-Benz C 220 | First registration: 2012-09 | Accident-free: Yes | Mileage: 119,647 km | Fuel: Diesel | Power: 125.0 kW | Price: €17,450 | Seller: H & S Cars (4.8⭐) | Description: Not provided by seller.","['Accident-free', 'FR 09/2012', '119,647 km', '125 kW (170 hp)', 'Diesel']","['Accident-free', 'FR 09/2012', '119,647 km', '125 kW (170 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz B 200,https://suchen.mobile.de/fahrzeuge/details.html?id=442110598&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,Not provided by seller.,"11,450",11450,2012-09,False,13,99984,50k-100k,115.0,156.0,Petrol,H & S Cars,4.8,78,"Mercedes-Benz | Mercedes-Benz B 200 | First registration: 2012-09 | Accident-free: No | Mileage: 99,984 km | Fuel: Petrol | Power: 115.0 kW | Price: €11,450 | Seller: H & S Cars (4.8⭐) | Description: Not provided by seller.","['FR 09/2012', '99,984 km', '115 kW (156 hp)', 'Petrol']","['FR 09/2012', '99,984 km', '115 kW (156 hp)', 'Petrol']"
Audi,Audi A1,https://suchen.mobile.de/fahrzeuge/details.html?id=439070421&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,35TFSI Sb S-tronic S-line+LED+VIRTUAL+TEMPO,"20,450",20450,2019-11,False,6,61972,50k-100k,110.0,150.0,Petrol,Kamux Auto GmbH,4.6,611,"Audi | Audi A1 | First registration: 2019-11 | Accident-free: No | Mileage: 61,972 km | Fuel: Petrol | Power: 110.0 kW | Price: €20,450 | Seller: Kamux Auto GmbH (4.6⭐) | Description: 35TFSI Sb S-tronic S-line+LED+VIRTUAL+TEMPO","['FR 11/2019', '61,972 km', '110 kW (150 hp)', 'Petrol']","['FR 11/2019', '61,972 km', '110 kW (150 hp)', 'Petrol']"
Audi,Audi A6,https://suchen.mobile.de/fahrzeuge/details.html?id=441851290&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,40 TDI Avant S-Tronic Sport+LED+NAVI+KAMERA,"29,250",29250,2021-03,False,4,80200,50k-100k,150.0,204.0,Diesel,Kamux Auto GmbH,4.9,75,"Audi | Audi A6 | First registration: 2021-03 | Accident-free: No | Mileage: 80,200 km | Fuel: Diesel | Power: 150.0 kW | Price: €29,250 | Seller: Kamux Auto GmbH (4.9⭐) | Description: 40 TDI Avant S-Tronic Sport+LED+NAVI+KAMERA","['FR 03/2021', '80,200 km', '150 kW (204 hp)', 'Diesel']","['FR 03/2021', '80,200 km', '150 kW (204 hp)', 'Diesel']"
Volkswagen,Volkswagen Tiguan Allspace,https://suchen.mobile.de/fahrzeuge/details.html?id=436528152&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=3&rd=100&ref=srp&refId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&s=Car&sb=rel&searchId=5903f89a-70c2-6e53-5289-d9c7d2c0057e&vc=Car,Highline LED ACC DSG SHZ 7SITZER,"24,290",24290,2018-08,True,7,124271,>100k,110.0,150.0,Diesel,A&D Automobile,3.8,9,"Volkswagen | Volkswagen Tiguan Allspace | First registration: 2018-08 | Accident-free: Yes | Mileage: 124,271 km | Fuel: Diesel | Power: 110.0 kW | Price: €24,290 | Seller: A&D Automobile (3.8⭐) | Description: Highline LED ACC DSG SHZ 7SITZER","['Accident-free', 'FR 08/2018', '124,271 km', '110 kW (150 hp)', 'Diesel']","['Accident-free', 'FR 08/2018', '124,271 km', '110 kW (150 hp)', 'Diesel']"
